LoyaltyID,Policy ID,Automobile Lifetime Value,Coverage,Expiry Date,Employment Status,Income,Claim Location Type,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy Level,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Premiums Over Claim,Expiry Month Number,Expiry Month,Policy Count
721163,EV95033,"2,551",Basic,12/09/2019,Employed,"79,751",Suburban,63,15,67,0,1,Special Auto,Special L2,Offer 3,Web,392.24,Two-Door Car,Small,10.76126861,9,Sep,1
853129,ZG48513,"4,707",Basic,24/09/2019,Unemployed,0,Suburban,72,0,86,0,7,Personal Auto,Personal L2,Offer 1,Agent,345.6,Four-Door Car,Medium,17.91666667,9,Sep,1
134717,TN51356,"2,451",Basic,30/09/2019,Employed,"82,695",Urban,62,10,39,0,1,Personal Auto,Personal L2,Offer 3,Web,217.95,Four-Door Car,Medium,11.09428768,9,Sep,1
985230,JF36291,"3,874",Basic,19/09/2019,Retired,"28,142",Suburban,105,18,50,0,1,Personal Auto,Personal L3,Offer 2,Agent,701.71,Sports Car,Medium,7.48172322,9,Sep,1
840373,KF70569,"3,891",Extended,11/09/2019,Employed,"91,182",Urban,96,8,90,0,1,Personal Auto,Personal L1,Offer 2,Agent,249.14,Four-Door Car,Medium,34.67929678,9,Sep,1
565645,WN13947,"4,863",Basic,05/09/2019,Unemployed,0,Suburban,70,3,35,0,5,Corporate Auto,Corporate L3,Offer 2,Agent,646.79,Four-Door Car,Small,3.78793735,9,Sep,1
907883,JH35547,"24,442",Basic,21/09/2019,Employed,"36,261",Rural,68,3,71,0,2,Personal Auto,Personal L2,Offer 4,Call Center,16.8,Four-Door Car,Large,287.38095238,9,Sep,1
597073,QS35019,"14,436",Premium,14/09/2019,Employed,"60,880",Rural,119,25,89,0,2,Personal Auto,Personal L2,Offer 1,Agent,109.91,Two-Door Car,Medium,96.36065872,9,Sep,1
106002,ES21306,"8,559",Extended,22/09/2019,Unemployed,0,Suburban,125,10,43,0,9,Personal Auto,Personal L3,Offer 1,Branch,615.56,SUV,Small,8.73188641,9,Sep,1
466150,JU74347,"7,944",Basic,17/09/2019,Employed,"60,214",Urban,100,8,16,1,4,Corporate Auto,Corporate L3,Offer 1,Agent,291.29,Sports Car,Small,5.49280785,9,Sep,1
610865,FG29932,"7,840",Extended,10/09/2019,Employed,"58,414",Suburban,210,7,34,2,1,Special Auto,Special L2,Offer 2,Agent,"1,008",Luxury SUV,Small,7.08333333,9,Sep,1
531497,FM25704,"2,535",Basic,13/09/2019,Employed,"86,933",Urban,63,3,64,0,1,Corporate Auto,Corporate L3,Offer 3,Agent,269.56,Two-Door Car,Large,14.95770886,9,Sep,1
954702,BK73302,"3,168",Extended,04/09/2019,Employed,"61,638",Suburban,82,3,55,2,1,Corporate Auto,Corporate L3,Offer 2,Web,544.34,Four-Door Car,Medium,8.28526289,9,Sep,1
666766,FR54989,"2,711",Extended,20/09/2019,Unemployed,0,Suburban,76,11,38,0,1,Corporate Auto,Corporate L3,Offer 4,Call Center,547.2,Two-Door Car,Medium,5.27777778,9,Sep,1
994285,PG48617,"2,896",Basic,02/09/2019,Employed,"46,267",Urban,72,4,73,0,1,Personal Auto,Personal L3,Offer 2,Call Center,231.97,Four-Door Car,Medium,22.65810234,9,Sep,1
450069,BA56812,"6,185",Extended,02/09/2019,Employed,"21,020",Rural,80,1,36,0,4,Corporate Auto,Corporate L2,Offer 4,Branch,178.37,Four-Door Car,Medium,16.14621293,9,Sep,1
808851,YA70612,"8,963",Basic,06/09/2019,Employed,"97,924",Suburban,74,4,26,0,2,Personal Auto,Personal L2,Offer 1,Branch,355.2,Two-Door Car,Medium,5.41666667,9,Sep,1
274348,PD32943,"4,526",Basic,03/09/2019,Unemployed,0,Suburban,64,32,89,1,3,Personal Auto,Personal L3,Offer 2,Branch,307.2,Four-Door Car,Small,18.54166667,9,Sep,1
239737,MS18916,"3,509",Extended,20/09/2019,Medical Leave,"20,978",Suburban,98,19,96,1,1,Personal Auto,Personal L1,Offer 2,Branch,"1,176.28",Four-Door Car,Small,7.99809569,9,Sep,1
353475,KU85991,"2,592",Basic,28/09/2019,Employed,"72,421",Suburban,65,8,23,0,1,Corporate Auto,Corporate L3,Offer 2,Call Center,312,Four-Door Car,Small,4.79166667,9,Sep,1
892393,MV26494,"3,681",Extended,13/09/2019,Unemployed,0,Urban,98,23,7,0,1,Personal Auto,Personal L3,Offer 4,Web,354.94,Four-Door Car,Medium,1.93272102,9,Sep,1
137918,II49996,"5,556",Basic,10/09/2019,Employed,"74,015",Suburban,72,12,61,0,6,Personal Auto,Personal L1,Offer 2,Call Center,471.44,Four-Door Car,Small,9.31613779,9,Sep,1
433159,OM55336,"7,507",Basic,23/09/2019,Employed,"60,920",Urban,64,10,61,0,2,Personal Auto,Personal L2,Offer 2,Agent,231.2,Two-Door Car,Medium,16.88581315,9,Sep,1
792687,KN24990,"41,492",Basic,18/09/2019,Employed,"37,748",Suburban,181,21,32,2,2,Personal Auto,Personal L2,Offer 1,Web,868.8,Luxury Car,Small,6.66666667,9,Sep,1
772409,UD27331,"3,242",Extended,11/09/2019,Employed,"33,701",Suburban,88,14,22,3,1,Personal Auto,Personal L3,Offer 1,Agent,460.82,Four-Door Car,Medium,4.20120654,9,Sep,1
242232,ED29955,"5,284",Basic,06/09/2019,Employed,"61,542",Suburban,67,33,83,0,6,Personal Auto,Personal L3,Offer 1,Agent,321.6,Four-Door Car,Medium,17.29166667,9,Sep,1
203834,MW54213,"5,674",Basic,02/09/2019,Unemployed,0,Suburban,62,13,6,5,2,Personal Auto,Personal L3,Offer 1,Agent,297.6,Four-Door Car,Medium,1.25,9,Sep,1
110857,YT91759,"6,366",Extended,05/09/2019,Employed,"44,368",Suburban,80,5,72,0,3,Personal Auto,Personal L2,Offer 2,Call Center,384,Two-Door Car,Large,15,9,Sep,1
585557,TL18087,"3,059",Extended,02/09/2019,Employed,"65,083",Suburban,77,30,68,0,1,Personal Auto,Personal L2,Offer 2,Web,369.6,Four-Door Car,Medium,14.16666667,9,Sep,1
441224,UT48216,"7,840",Extended,16/09/2019,Employed,"58,414",Suburban,210,7,34,2,1,Personal Auto,Personal L1,Offer 2,Agent,"1,008",Luxury SUV,Small,7.08333333,9,Sep,1
718809,UO86707,"7,174",Basic,02/09/2019,Employed,"75,217",Rural,61,12,47,1,2,Personal Auto,Personal L3,Offer 3,Branch,147.08,Four-Door Car,Medium,19.49279304,9,Sep,1
264517,OY20177,"7,090",Extended,05/09/2019,Employed,"52,707",Suburban,90,33,66,1,6,Corporate Auto,Corporate L3,Offer 3,Branch,432,Four-Door Car,Medium,13.75,9,Sep,1
647393,AD89594,"12,817",Basic,13/09/2019,Employed,"28,651",Urban,67,4,25,0,2,Personal Auto,Personal L2,Offer 3,Agent,302.27,Four-Door Car,Medium,5.54140338,9,Sep,1
200978,XX88364,"8,623",Basic,10/09/2019,Employed,"97,361",Suburban,73,6,85,0,2,Corporate Auto,Corporate L3,Offer 1,Agent,350.4,Four-Door Car,Medium,17.70833333,9,Sep,1
482234,DB50188,"4,449",Basic,17/09/2019,Employed,"23,006",Suburban,113,17,60,0,1,Personal Auto,Personal L3,Offer 1,Branch,792.1,SUV,Medium,8.55952531,9,Sep,1
460672,VB65967,"27,430",Extended,28/09/2019,Employed,"49,331",Urban,138,3,58,0,2,Personal Auto,Personal L2,Offer 1,Branch,386.26,SUV,Medium,20.72179361,9,Sep,1
904300,KY21873,"5,051",Basic,09/09/2019,Unemployed,0,Rural,69,16,45,0,6,Personal Auto,Personal L1,Offer 3,Agent,72.85,Two-Door Car,Medium,42.62182567,9,Sep,1
445473,LQ16286,"8,039",Premium,18/09/2019,Employed,"71,982",Suburban,103,29,37,0,4,Corporate Auto,Corporate L2,Offer 3,Call Center,494.4,Four-Door Car,Small,7.70833333,9,Sep,1
520373,GB14456,"22,337",Extended,03/09/2019,Unemployed,0,Suburban,130,9,43,0,2,Personal Auto,Personal L2,Offer 1,Branch,"1,376.91",SUV,Large,4.05981509,9,Sep,1
123586,YZ19736,"2,581",Basic,18/09/2019,Employed,"46,900",Suburban,66,13,59,0,1,Personal Auto,Personal L2,Offer 2,Web,316.8,Four-Door Car,Medium,12.29166667,9,Sep,1
853039,KX79225,"20,124",Basic,30/09/2019,Unemployed,0,Suburban,70,18,23,0,2,Personal Auto,Personal L2,Offer 1,Call Center,504,Four-Door Car,Small,3.19444444,9,Sep,1
231684,SE76116,"9,568",Basic,18/09/2019,Employed,"81,410",Rural,119,8,86,0,7,Personal Auto,Personal L2,Offer 1,Branch,221.19,SUV,Medium,46.26791446,9,Sep,1
826732,HP55853,"22,332",Extended,26/09/2019,Employed,"49,078",Suburban,97,10,3,0,2,Corporate Auto,Corporate L3,Offer 2,Branch,484.01,Four-Door Car,Medium,0.60122725,9,Sep,1
429244,MD17521,"10,298",Extended,01/09/2019,Employed,"64,825",Urban,129,1,78,0,4,Personal Auto,Personal L3,Offer 2,Web,359.48,SUV,Medium,27.99043062,9,Sep,1
430500,ER65086,"6,132",Extended,28/09/2019,Employed,"90,778",Rural,76,31,29,0,7,Personal Auto,Personal L3,Offer 3,Branch,62.29,Four-Door Car,Medium,35.3828865,9,Sep,1
281064,OJ50322,"15,763",Premium,04/09/2019,Employed,"39,032",Suburban,198,31,15,0,7,Personal Auto,Personal L3,Offer 1,Call Center,950.4,SUV,Medium,3.125,9,Sep,1
445223,KC14861,"14,887",Basic,27/09/2019,Employed,"91,193",Rural,185,15,87,1,6,Personal Auto,Personal L1,Offer 1,Web,1.59,Luxury SUV,Medium,"10,122.64150943",9,Sep,1
980165,QF59448,"2,832",Extended,20/09/2019,Retired,"17,752",Suburban,77,26,87,0,1,Personal Auto,Personal L3,Offer 3,Agent,369.6,Four-Door Car,Medium,18.125,9,Sep,1
247777,FK85203,"9,107",Basic,23/09/2019,Employed,"74,143",Suburban,114,1,61,0,6,Personal Auto,Personal L3,Offer 1,Branch,547.2,SUV,Medium,12.70833333,9,Sep,1
834063,TL51969,"7,335",Basic,11/09/2019,Employed,"30,969",Suburban,63,26,79,1,2,Personal Auto,Personal L3,Offer 1,Call Center,358.23,Two-Door Car,Small,13.89330877,9,Sep,1
424585,PG84165,"2,777",Extended,25/09/2019,Unemployed,0,Suburban,77,6,36,0,1,Personal Auto,Personal L3,Offer 2,Branch,554.4,Four-Door Car,Medium,5,9,Sep,1
906073,BC53546,"5,501",Basic,28/09/2019,Employed,"35,396",Suburban,70,32,12,0,3,Personal Auto,Personal L3,Offer 4,Call Center,336,Two-Door Car,Medium,2.5,9,Sep,1
894912,LU36517,"11,125",Premium,05/09/2019,Unemployed,0,Suburban,112,25,69,0,2,Personal Auto,Personal L2,Offer 3,Agent,806.4,Two-Door Car,Small,9.58333333,9,Sep,1
301724,AO40386,"22,647",Extended,23/09/2019,Retired,"27,504",Suburban,91,26,45,0,2,Personal Auto,Personal L2,Offer 2,Branch,436.8,Four-Door Car,Small,9.375,9,Sep,1
552235,TR26615,"2,498",Basic,20/09/2019,Unemployed,0,Urban,69,5,74,0,1,Corporate Auto,Corporate L2,Offer 2,Branch,272.38,Two-Door Car,Medium,18.74586974,9,Sep,1
572897,UF37831,"17,030",Extended,05/09/2019,Employed,"54,613",Urban,213,29,72,0,5,Personal Auto,Personal L3,Offer 1,Call Center,731.56,Luxury SUV,Medium,20.96342064,9,Sep,1
312463,AB31813,"44,771",Extended,11/09/2019,Unemployed,0,Suburban,131,20,59,0,2,Personal Auto,Personal L3,Offer 3,Agent,842.39,SUV,Medium,9.17508517,9,Sep,1
935052,RW67951,"8,664",Basic,03/09/2019,Employed,"93,485",Rural,72,31,40,0,2,Personal Auto,Personal L2,Offer 4,Agent,127.1,Four-Door Car,Medium,22.65932337,9,Sep,1
683691,CI27304,"9,320",Extended,30/09/2019,Employed,"40,269",Urban,81,0,71,2,2,Personal Auto,Personal L2,Offer 2,Agent,329.98,Four-Door Car,Medium,17.42832899,9,Sep,1
688167,YB70005,"9,768",Extended,07/09/2019,Employed,"36,225",Rural,123,7,84,0,8,Special Auto,Special L2,Offer 1,Branch,221.05,SUV,Large,46.74055644,9,Sep,1
326637,MC38650,"3,963",Extended,16/09/2019,Employed,"88,701",Rural,99,7,4,0,1,Personal Auto,Personal L3,Offer 2,Call Center,171.83,Two-Door Car,Medium,2.30460339,9,Sep,1
619217,FI61059,"4,311",Basic,11/09/2019,Unemployed,0,Suburban,67,0,71,1,3,Personal Auto,Personal L3,Offer 3,Call Center,482.4,Four-Door Car,Medium,9.86111111,9,Sep,1
767857,AK72422,"29,050",Premium,10/09/2019,LTD,"21,070",Suburban,195,6,47,0,2,Corporate Auto,Corporate L3,Offer 1,Call Center,"1,404",Sports Car,Small,6.52777778,9,Sep,1
581662,SQ70457,"23,332",Basic,03/09/2019,Employed,"44,719",Suburban,66,6,55,0,2,Personal Auto,Personal L2,Offer 2,Branch,316.8,Four-Door Car,Medium,11.45833333,9,Sep,1
637760,OO62338,"7,100",Basic,11/09/2019,LTD,"16,121",Suburban,65,5,85,2,2,Corporate Auto,Corporate L1,Offer 1,Web,312,Four-Door Car,Small,17.70833333,9,Sep,1
342583,SJ18454,"18,768",Basic,28/09/2019,Unemployed,0,Suburban,111,13,55,0,2,Personal Auto,Personal L3,Offer 3,Call Center,900.15,Sports Car,Medium,6.78220297,9,Sep,1
507514,OW97322,"31,411",Premium,16/09/2019,Employed,"28,013",Suburban,266,25,40,0,2,Personal Auto,Personal L2,Offer 2,Branch,"1,276.8",Luxury Car,Small,8.33333333,9,Sep,1
492699,FO13070,"5,780",Basic,12/09/2019,Employed,"51,066",Suburban,74,23,0,0,8,Personal Auto,Personal L2,Offer 2,Call Center,787.99,Four-Door Car,Medium,0,9,Sep,1
874984,BY62906,"27,990",Basic,06/09/2019,Employed,"22,971",Suburban,101,24,8,0,2,Personal Auto,Personal L3,Offer 2,Web,562.02,SUV,Medium,1.43767126,9,Sep,1
289565,BU17847,"9,076",Basic,21/09/2019,Employed,"37,722",Rural,116,8,23,0,8,Personal Auto,Personal L2,Offer 1,Agent,158.08,Sports Car,Medium,16.87753036,9,Sep,1
856354,QR79788,"5,812",Basic,07/09/2019,Employed,"58,643",Urban,74,33,58,0,3,Personal Auto,Personal L1,Offer 3,Agent,329.47,Four-Door Car,Medium,13.02698273,9,Sep,1
451523,MB32944,"2,636",Basic,24/09/2019,Employed,"77,350",Suburban,66,11,4,0,1,Personal Auto,Personal L1,Offer 4,Branch,316.8,Four-Door Car,Medium,0.83333333,9,Sep,1
876755,EZ30498,"8,635",Basic,08/09/2019,Medical Leave,"13,129",Suburban,117,15,93,0,6,Personal Auto,Personal L3,Offer 1,Web,700.9,SUV,Medium,15.52432587,9,Sep,1
591684,NS51605,"8,510",Basic,20/09/2019,LTD,"26,057",Suburban,74,3,63,0,2,Personal Auto,Personal L2,Offer 1,Call Center,523.89,Four-Door Car,Small,8.89881464,9,Sep,1
921403,YC11951,"7,519",Extended,02/09/2019,Employed,"96,306",Rural,95,12,17,1,6,Corporate Auto,Corporate L2,Offer 1,Agent,185.36,Four-Door Car,Medium,8.71277514,9,Sep,1
844152,EK95340,"8,356",Premium,25/09/2019,Employed,"49,564",Suburban,105,8,29,0,5,Corporate Auto,Corporate L1,Offer 3,Web,661.61,Four-Door Car,Small,4.60240927,9,Sep,1
334000,TM13510,"2,589",Basic,05/09/2019,Employed,"46,168",Suburban,65,1,7,0,1,Personal Auto,Personal L2,Offer 2,Agent,312,Four-Door Car,Medium,1.45833333,9,Sep,1
931849,GC69429,"14,817",Extended,17/09/2019,Unemployed,0,Suburban,135,18,56,0,2,Personal Auto,Personal L2,Offer 1,Branch,648,SUV,Medium,11.66666667,9,Sep,1
619451,HJ15383,"8,032",Basic,23/09/2019,Employed,"27,658",Rural,68,4,75,0,2,Personal Auto,Personal L2,Offer 3,Call Center,160.08,Four-Door Car,Medium,31.85907046,9,Sep,1
566701,HL53154,"7,416",Extended,23/09/2019,Unemployed,0,Suburban,77,15,12,2,2,Personal Auto,Personal L3,Offer 1,Agent,554.4,Four-Door Car,Medium,1.66666667,9,Sep,1
198321,CT74097,"14,790",Extended,15/09/2019,Employed,"51,817",Suburban,129,20,78,4,2,Personal Auto,Personal L1,Offer 1,Branch,712.83,SUV,Small,14.11556753,9,Sep,1
213155,WG61503,"8,492",Basic,12/09/2019,Employed,"27,781",Suburban,71,33,7,0,2,Corporate Auto,Corporate L2,Offer 3,Agent,340.8,Four-Door Car,Medium,1.45833333,9,Sep,1
909543,GH30325,"2,424",Basic,05/09/2019,Employed,"27,093",Suburban,61,10,19,0,1,Personal Auto,Personal L2,Offer 3,Branch,292.8,Four-Door Car,Medium,3.95833333,9,Sep,1
388984,KD63998,"2,675",Basic,22/09/2019,Employed,"56,342",Suburban,69,12,89,0,1,Personal Auto,Personal L2,Offer 2,Call Center,331.2,Four-Door Car,Small,18.54166667,9,Sep,1
286129,EY50028,"3,290",Extended,28/09/2019,Unemployed,0,Urban,86,5,55,0,1,Corporate Auto,Corporate L3,Offer 2,Agent,398.24,Two-Door Car,Medium,11.87725994,9,Sep,1
186447,SX20211,"8,110",Premium,05/09/2019,Employed,"52,548",Suburban,101,10,1,0,5,Personal Auto,Personal L3,Offer 2,Call Center,587.5,Four-Door Car,Medium,0.17191489,9,Sep,1
196184,IK44574,"5,609",Basic,05/09/2019,Employed,"28,483",Suburban,72,18,92,0,5,Corporate Auto,Corporate L2,Offer 3,Agent,345.6,Four-Door Car,Medium,19.16666667,9,Sep,1
777920,LP82042,"5,346",Basic,30/09/2019,Employed,"54,668",Suburban,68,3,41,1,6,Personal Auto,Personal L3,Offer 1,Call Center,326.4,Four-Door Car,Medium,8.54166667,9,Sep,1
327980,OX62816,"5,167",Basic,08/09/2019,Employed,"30,376",Suburban,66,26,16,0,6,Personal Auto,Personal L1,Offer 1,Web,316.8,Four-Door Car,Small,3.33333333,9,Sep,1
116579,LI76661,"7,444",Extended,23/09/2019,Employed,"89,285",Urban,93,17,11,0,4,Corporate Auto,Corporate L3,Offer 4,Call Center,243.55,Two-Door Car,Medium,4.20036953,9,Sep,1
866307,OW54561,"3,515",Basic,30/09/2019,Unemployed,0,Suburban,103,30,13,2,1,Personal Auto,Personal L3,Offer 3,Web,741.6,Sports Car,Small,1.80555556,9,Sep,1
746221,IZ27630,"6,748",Extended,06/09/2019,Employed,"68,423",Urban,85,14,81,0,7,Personal Auto,Personal L2,Offer 2,Branch,324.41,Two-Door Car,Large,21.22314355,9,Sep,1
219719,IA15979,"6,948",Extended,19/09/2019,Employed,"40,598",Urban,91,35,98,0,5,Personal Auto,Personal L3,Offer 1,Agent,302.79,Four-Door Car,Medium,29.45275604,9,Sep,1
582812,HX45529,"25,169",Extended,21/09/2019,Employed,"37,282",Urban,79,1,49,0,2,Personal Auto,Personal L3,Offer 2,Branch,222.51,Four-Door Car,Small,17.39697092,9,Sep,1
301132,DV27428,"13,777",Basic,16/09/2019,Employed,"62,634",Rural,116,10,89,0,2,Personal Auto,Personal L2,Offer 3,Call Center,122.02,SUV,Medium,84.60908048,9,Sep,1
280602,KU42210,"14,666",Basic,27/09/2019,Unemployed,0,Suburban,61,0,31,0,2,Corporate Auto,Corporate L2,Offer 1,Branch,439.2,Four-Door Car,Small,4.30555556,9,Sep,1
216517,XV83643,"5,012",Extended,07/09/2019,Employed,"20,976",Suburban,129,20,86,1,1,Personal Auto,Personal L3,Offer 1,Agent,735.68,Sports Car,Large,15.07992605,9,Sep,1
541741,VQ57815,"8,828",Basic,12/09/2019,Employed,"61,246",Rural,110,24,21,0,3,Personal Auto,Personal L2,Offer 2,Branch,159.24,Sports Car,Medium,14.50640543,9,Sep,1
801289,GB94407,"12,281",Premium,12/09/2019,Employed,"88,340",Suburban,102,16,1,0,2,Corporate Auto,Corporate L2,Offer 1,Branch,489.6,Two-Door Car,Medium,0.20833333,9,Sep,1
862298,PR80703,"5,746",Basic,21/10/2019,Employed,"51,335",Rural,71,17,88,0,9,Personal Auto,Personal L3,Offer 1,Branch,171.69,Four-Door Car,Medium,36.39117013,10,Oct,1
533470,CE92675,"6,991",Basic,12/10/2019,Unemployed,0,Suburban,68,24,2,0,2,Personal Auto,Personal L1,Offer 2,Web,326.4,Four-Door Car,Large,0.41666667,10,Oct,1
922722,IF18508,"7,951",Extended,02/10/2019,Employed,"70,610",Rural,99,2,11,0,3,Personal Auto,Personal L1,Offer 4,Agent,240.98,Four-Door Car,Large,4.51904722,10,Oct,1
387136,WP64059,"5,093",Basic,19/10/2019,Employed,"91,814",Urban,63,30,99,0,3,Personal Auto,Personal L1,Offer 3,Call Center,167.04,Two-Door Car,Medium,37.33836207,10,Oct,1
341840,MU67498,"7,201",Basic,02/10/2019,Unemployed,0,Suburban,66,16,77,0,2,Corporate Auto,Corporate L2,Offer 2,Agent,316.8,Four-Door Car,Medium,16.04166667,10,Oct,1
286972,BN91755,"4,975",Extended,04/10/2019,Employed,"44,723",Urban,124,26,3,0,1,Personal Auto,Personal L2,Offer 1,Call Center,341.09,SUV,Medium,1.09062124,10,Oct,1
894394,YD45065,"8,715",Basic,23/10/2019,Unemployed,0,Suburban,118,14,64,0,4,Personal Auto,Personal L3,Offer 1,Agent,566.4,SUV,Medium,13.33333333,10,Oct,1
462704,LH53046,"5,439",Basic,02/10/2019,Employed,"69,186",Urban,69,24,16,0,3,Personal Auto,Personal L3,Offer 2,Agent,192.59,Four-Door Car,Small,5.73238486,10,Oct,1
947969,BO87401,"8,715",Basic,01/10/2019,Unemployed,0,Suburban,118,14,64,0,4,Personal Auto,Personal L1,Offer 1,Agent,566.4,SUV,Medium,13.33333333,10,Oct,1
155893,OI83286,"5,551",Basic,07/10/2019,Employed,"56,872",Urban,69,20,99,0,9,Personal Auto,Personal L1,Offer 1,Agent,192.88,Two-Door Car,Medium,35.41580257,10,Oct,1
405386,WE97690,"2,804",Basic,03/10/2019,Employed,"60,707",Urban,70,2,24,0,1,Corporate Auto,Corporate L2,Offer 2,Web,327.06,Four-Door Car,Medium,5.13667217,10,Oct,1
467321,PB11270,"7,108",Basic,23/10/2019,Unemployed,0,Suburban,61,2,15,0,2,Personal Auto,Personal L2,Offer 1,Agent,541.56,Four-Door Car,Medium,1.68956348,10,Oct,1
807980,XC15133,"2,574",Basic,13/10/2019,Employed,"34,990",Rural,65,23,73,0,1,Personal Auto,Personal L3,Offer 2,Web,42.69,Four-Door Car,Medium,111.15015226,10,Oct,1
659770,PE59735,"22,952",Extended,21/10/2019,LTD,"20,031",Rural,86,4,83,0,2,Personal Auto,Personal L3,Offer 1,Branch,109.69,Four-Door Car,Medium,65.0743003,10,Oct,1
311499,JU47573,"2,291",Basic,21/10/2019,Unemployed,0,Suburban,64,30,85,0,1,Personal Auto,Personal L3,Offer 1,Branch,482.78,Four-Door Car,Large,11.26807241,10,Oct,1
820597,KW52549,"27,790",Extended,04/10/2019,Employed,"33,806",Urban,89,32,59,0,2,Personal Auto,Personal L3,Offer 2,Web,395.73,Four-Door Car,Medium,13.26914816,10,Oct,1
915846,DR54244,"2,591",Basic,10/10/2019,Unemployed,0,Suburban,67,16,66,0,1,Personal Auto,Personal L3,Offer 1,Call Center,321.6,Four-Door Car,Medium,13.75,10,Oct,1
935610,NV13794,"9,549",Basic,19/10/2019,Employed,"55,986",Urban,119,3,60,0,9,Personal Auto,Personal L1,Offer 1,Agent,388.51,SUV,Small,18.37790533,10,Oct,1
945780,VT28596,"4,755",Basic,06/10/2019,Unemployed,0,Suburban,66,27,89,0,3,Personal Auto,Personal L2,Offer 2,Branch,712.31,Four-Door Car,Medium,8.24640957,10,Oct,1
675849,XN48526,"2,628",Basic,31/10/2019,Medical Leave,"20,943",Urban,69,0,86,0,1,Personal Auto,Personal L3,Offer 3,Branch,240,Four-Door Car,Medium,24.725,10,Oct,1
840481,RA61917,"8,030",Basic,01/10/2019,Employed,"76,081",Suburban,68,14,3,0,2,Personal Auto,Personal L2,Offer 2,Branch,384.21,Four-Door Car,Medium,0.53095963,10,Oct,1
396040,XU43725,"14,071",Extended,26/10/2019,Unemployed,0,Suburban,127,0,71,0,2,Corporate Auto,Corporate L2,Offer 1,Web,677.87,SUV,Medium,13.30196055,10,Oct,1
535509,GT17701,"3,012",Extended,09/10/2019,Employed,"42,987",Rural,77,14,48,0,1,Personal Auto,Personal L3,Offer 2,Web,128.49,Four-Door Car,Small,28.76488443,10,Oct,1
832704,ZP86347,"5,501",Extended,15/10/2019,Employed,"44,019",Rural,138,20,60,0,1,Personal Auto,Personal L3,Offer 3,Agent,165.48,SUV,Medium,50.03625816,10,Oct,1
797897,VZ51506,"3,595",Basic,28/10/2019,Unemployed,0,Suburban,103,20,43,0,1,Corporate Auto,Corporate L3,Offer 2,Call Center,741.6,Sports Car,Medium,5.97222222,10,Oct,1
919922,LZ35469,"2,582",Basic,03/10/2019,Employed,"76,731",Urban,64,2,68,0,1,Personal Auto,Personal L2,Offer 2,Agent,201.46,Four-Door Car,Medium,21.60230319,10,Oct,1
794480,OS95734,"7,074",Extended,09/10/2019,Employed,"94,508",Suburban,88,27,54,0,3,Personal Auto,Personal L3,Offer 4,Agent,491.38,Four-Door Car,Medium,9.67072327,10,Oct,1
655016,KS36311,"2,701",Basic,20/10/2019,Employed,"39,141",Suburban,68,22,7,0,1,Personal Auto,Personal L1,Offer 2,Branch,402.46,Four-Door Car,Small,1.18272623,10,Oct,1
372988,GP67816,"23,208",Premium,18/10/2019,Employed,"60,233",Urban,116,29,63,0,2,Personal Auto,Personal L2,Offer 2,Branch,481.27,Two-Door Car,Medium,15.18482349,10,Oct,1
436326,WS24655,"29,677",Premium,30/10/2019,Employed,"33,992",Suburban,194,15,46,1,2,Personal Auto,Personal L3,Offer 1,Call Center,931.2,SUV,Medium,9.58333333,10,Oct,1
587480,OI68331,"5,207",Basic,24/10/2019,Employed,"21,576",Suburban,65,27,16,0,3,Personal Auto,Personal L3,Offer 4,Web,312,Four-Door Car,Medium,3.33333333,10,Oct,1
557474,UV86903,"4,463",Basic,11/10/2019,Unemployed,0,Suburban,73,35,52,3,5,Personal Auto,Personal L3,Offer 1,Web,350.4,Two-Door Car,Medium,10.83333333,10,Oct,1
193915,MV19629,"7,717",Extended,05/10/2019,Employed,"37,376",Rural,99,34,52,0,3,Personal Auto,Personal L3,Offer 1,Branch,65.55,Four-Door Car,Medium,78.53546911,10,Oct,1
221073,AT33529,"2,777",Basic,15/10/2019,Employed,"30,893",Rural,70,25,13,0,1,Corporate Auto,Corporate L2,Offer 3,Branch,85.42,Four-Door Car,Medium,10.6532428,10,Oct,1
151483,JV79596,"14,594",Basic,28/10/2019,LTD,"27,627",Suburban,63,10,43,0,2,Special Auto,Special L2,Offer 3,Call Center,453.6,Two-Door Car,Small,5.97222222,10,Oct,1
552833,LH38387,"11,390",Extended,09/10/2019,Employed,"58,187",Rural,95,18,39,0,2,Personal Auto,Personal L3,Offer 4,Branch,76.73,Two-Door Car,Medium,48.28619836,10,Oct,1
674473,GO27855,"6,884",Extended,12/10/2019,Employed,"64,600",Rural,86,22,30,0,3,Personal Auto,Personal L3,Offer 2,Web,168.29,Four-Door Car,Small,15.33067918,10,Oct,1
789119,FI13966,"22,208",Premium,24/10/2019,Employed,"40,450",Suburban,287,8,30,3,7,Personal Auto,Personal L3,Offer 3,Branch,"1,377.6",Luxury SUV,Small,6.25,10,Oct,1
380255,KC19420,"4,988",Extended,13/10/2019,LTD,"19,589",Suburban,127,26,44,0,1,Personal Auto,Personal L3,Offer 1,Agent,"1,027.01",SUV,Large,5.44103758,10,Oct,1
